Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Attack Name,Label
34.214.145.236-192.168.137.233-443-38096-6,34.214.145.236,443,192.168.137.233,38096,6,06/09/2023 04:13:05 PM,1862820,11,10,1870.0,839.0,1242.0,0.0,170.0,372.33721275209655,375.0,0.0,83.9,123.25804008033084,1454.2467871291913,11.273230907978228,93141.0,219606.2369102816,1008635.0,5.0,1747481.0,174748.10000000003,368886.8682541061,1210761.0,5.0,1771349.0,196816.5555555556,337156.0286507239,1083260.0,2320.0,0,0,0,0,360,328,5.905025713702881,5.368205194275347,0.0,1242.0,123.13636363636364,274.1044805065511,75133.26623376625,2,2,0,9,20,0,0,0,0.0,129.0,170.0,83.9,0,0,0,1092,7,2751,11,1870,10,839,65535,4633,4,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MITM ARP Spoofing,1
192.168.137.233-34.214.145.236-38096-443-6,192.168.137.233,38096,34.214.145.236,443,6,06/09/2023 04:13:07 PM,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1577.261443360516,7.375102112422864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MITM ARP Spoofing,1
10.0.0.7-10.0.0.254-37873-1883-6,10.0.0.7,37873,10.0.0.254,1883,6,06/09/2023 04:13:10 PM,109002382,112,112,4918.0,4.0,47.0,0.0,43.91071428571428,5.973746725100582,2.0,0.0,0.0357142857142857,0.2660546387212047,45.15497652152226,2.0550009631899604,488799.9192825112,500203.0295515713,1010007.0,9.0,109002370.0,982003.3333333338,133419.68493839505,1010018.0,1648.0,109002372.0,982003.3513513512,133890.61878785092,1044048.0,113.0,1,0,0,0,3584,3584,1.0275004815949802,1.0275004815949802,0.0,47.0,22.07555555555555,22.39037934697819,501.3290873015875,0,0,0,112,224,0,0,0,1.0,22.174107142857142,43.910714285714285,0.0357142857142857,0,0,0,179,4,60,2,87,2,0,502,64,109,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MITM ARP Spoofing,1
10.0.0.1-10.0.0.254-36105-1883-6,10.0.0.1,36105,10.0.0.254,1883,6,06/09/2023 04:13:15 PM,91003068,8,8,209.0,4.0,52.0,0.0,26.125,26.87238359357056,2.0,0.0,0.5000000000000001,0.9258200997725516,2.3405804296619976,0.1758182482375209,6066871.199999999,12206528.188258776,29958761.0,12.0,91003033.0,13000433.285714284,15599845.27146362,30001415.0,1335.0,91003056.0,13000436.57142857,15573459.649066385,29958796.0,61.0,1,0,0,0,256,256,0.0879091241187604,0.0879091241187604,0.0,52.0,12.64705882352941,22.09055560774385,487.99264705882354,0,0,0,8,16,0,0,0,1.0,13.4375,26.125,0.5,0,0,0,0,0,0,2,52,2,1,502,64,5,32,694910.0,601792.1270596683,1044315.0,24.0,29639434.33333333,552105.6326848454,29958761.0,29001918.0,MITM ARP Spoofing,1
142.251.40.138-192.168.137.210-443-46410-6,142.251.40.138,443,192.168.137.210,46410,6,06/09/2023 04:12:56 PM,16608170,25,17,814.0,9816.0,97.0,0.0,32.559999999999995,37.47341279716416,1400.0,0.0,577.4117647058822,642.5296742975697,640.046434977484,2.5288758484529,405077.31707317085,1380503.4944429777,6146322.0,0.0,16455128.0,685630.3333333333,1823568.6916339684,6299055.0,1.0,16451529.0,1028220.5625,2175344.128612481,6303040.0,0.0,0,0,0,0,800,544,1.505283243126726,1.0235926053261737,0.0,1400.0,247.2093023255813,480.7175964435399,231089.40753045407,0,0,0,20,42,0,0,0,0.0,253.0952380952381,32.56,577.4117647058823,0,0,0,2657,6,12563,8,271,5,3272,381,174,12,32,10219916.0,0.0,10219916.0,10219916.0,6146322.0,0.0,6146322.0,6146322.0,MITM ARP Spoofing,1
10.0.0.3-10.0.0.254-44003-1883-6,10.0.0.3,44003,10.0.0.254,1883,6,06/09/2023 04:11:10 PM,119004181,122,122,2141.0,4.0,20.0,0.0,17.549180327868854,2.3252208959896694,2.0,0.0,0.0327868852459016,0.2550134084793733,18.02457680037309,2.05034813020561,489729.13991769525,500156.65543437743,1009239.0,31.0,119004057.0,983504.6033057852,127735.40130001024,1009282.0,1653.0,119004133.0,983505.2314049584,128291.89111798666,1045542.0,136.0,1,0,0,0,3904,3904,1.025174065102805,1.025174065102805,0.0,20.0,8.828571428571424,8.931157470926813,79.76557377049181,0,0,0,122,244,0,0,0,1.0,8.864754098360656,17.549180327868854,0.0327868852459016,0,0,0,71,4,23,1,33,1,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MITM ARP Spoofing,1
10.0.0.12-10.0.0.254-38083-1883-6,10.0.0.12,38083,10.0.0.254,1883,6,06/09/2023 04:11:10 PM,119004069,122,122,2284.0,4.0,21.0,0.0,18.72131147540984,2.440235373696722,2.0,0.0,0.0327868852459016,0.2550134084793733,19.226233348373995,2.050350059879045,489728.6790123456,500210.4160049683,1010748.0,12.0,119004054.0,983504.5785123968,127758.31240019518,1010765.0,1933.0,119004049.0,983504.5371900826,128299.42769799878,1044767.0,81.0,1,0,0,0,3904,3904,1.0251750299395226,1.0251750299395226,0.0,21.0,9.416326530612244,9.522521770862346,90.67842087654734,0,0,0,122,244,0,0,0,1.0,9.454918032786884,18.72131147540984,0.0327868852459016,0,0,0,79,4,25,2,41,2,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MITM ARP Spoofing,1
52.40.210.103-192.168.137.105-18665-48290-6,52.40.210.103,18665,192.168.137.105,48290,6,06/09/2023 04:13:15 PM,90387769,4,8,776.0,424.0,194.0,194.0,194.0,0.0,106.0,0.0,53.0,56.65938328543397,13.276132526293464,0.1327613252629346,8217069.909090911,13899591.520890351,29893598.0,84296.0,90184876.0,30061625.33333333,31478.126442552664,30097571.0,30038983.0,90269696.0,12895670.857142858,15977925.276775409,30011727.0,84296.0,1,0,0,0,128,256,0.0442537750876448,0.0885075501752897,0.0,194.0,107.23076923076924,83.48867572526811,6970.358974358972,0,0,0,8,12,0,0,0,2.0,116.16666666666669,194.0,53.0,0,0,0,0,0,0,1,258,2,141,308,14726,3,32,202943.66666666663,893.4457640692765,203973.0,202369.0,29858681.666666668,30606.060189663964,29893598.0,29836494.0,MITM ARP Spoofing,1
10.0.0.3-10.0.0.254-35679-1883-6,10.0.0.3,35679,10.0.0.254,1883,6,06/09/2023 04:11:10 PM,119004264,122,122,2146.0,4.0,20.0,0.0,17.59016393442624,2.316859153366851,2.0,0.0,0.0327868852459016,0.2550134084793733,18.066579530293133,2.050346700182104,489729.4814814813,500218.0717170677,1010005.0,7.0,119004252.0,983506.2148760332,127823.1833783297,1010039.0,1742.0,119004252.0,983506.2148760334,128274.74002157808,1041021.0,226.0,1,0,0,0,3904,3904,1.025173350091052,1.025173350091052,0.0,20.0,8.848979591836727,8.950092096993401,80.10414854466376,0,0,0,122,244,0,0,0,1.0,8.885245901639344,17.59016393442623,0.0327868852459016,0,0,0,73,4,24,1,31,1,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MITM ARP Spoofing,1
10.0.0.12-10.0.0.254-44659-1883-6,10.0.0.12,44659,10.0.0.254,1883,6,06/09/2023 04:11:10 PM,119004122,122,122,2284.0,4.0,21.0,0.0,18.72131147540984,2.440235373696722,2.0,0.0,0.0327868852459016,0.2550134084793733,19.22622478572633,2.0503491467295563,489728.8971193416,500195.4685879668,1012190.0,6.0,119004111.0,983505.0495867766,127713.99415672584,1012209.0,2534.0,119004106.0,983505.0082644628,128320.66737315386,1043969.0,41.0,1,0,0,0,3904,3904,1.025174573364778,1.025174573364778,0.0,21.0,9.416326530612244,9.522521770862346,90.67842087654734,0,0,0,122,244,0,0,0,1.0,9.454918032786884,18.72131147540984,0.0327868852459016,0,0,0,79,4,25,2,38,2,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MITM ARP Spoofing,1
10.0.0.13-10.0.0.254-43611-1883-6,10.0.0.13,43611,10.0.0.254,1883,6,06/09/2023 04:13:15 PM,60005066,5,4,23.0,4.0,19.0,0.0,4.6,8.1117199162693,2.0,0.0,1.0,1.1547005383792517,0.4499620082077736,0.1499873360692578,7500633.250000001,20795378.276576925,58959369.0,15.0,60005066.0,15001266.5,29337604.247834377,59001998.0,1017.0,60003527.0,20001175.666666664,33742835.59131115,58959384.0,98.0,1,0,0,0,160,128,0.0833262978162543,0.0666610382530035,0.0,19.0,2.9,5.743595467030115,32.98888888888889,0,0,0,5,9,0,0,0,0.0,3.2222222222222223,4.6,1.0,0,0,0,0,0,0,2,11,2,2,502,64,2,32,1044288.0,0.0,1044288.0,1044288.0,58959369.0,0.0,58959369.0,58959369.0,MITM ARP Spoofing,1
10.0.0.7-10.0.0.254-43517-1883-6,10.0.0.7,43517,10.0.0.254,1883,6,06/09/2023 04:11:10 PM,119004084,122,122,5371.0,4.0,47.0,0.0,44.02459016393442,5.731546911256638,2.0,0.0,0.0327868852459016,0.2550134084793733,45.16651714238648,2.050349801440428,489728.7407407409,500192.1131342488,1012533.0,12.0,119004068.0,983504.6942148762,127804.23164172114,1012550.0,1893.0,119004071.0,983504.7190082642,128306.81606116536,1042522.0,82.0,1,0,0,0,3904,3904,1.0251749007202138,1.0251749007202138,0.0,47.0,22.122448979591823,22.41197046686051,502.2964202074276,0,0,0,122,244,0,0,0,1.0,22.21311475409836,44.02459016393443,0.0327868852459016,0,0,0,195,4,58,2,88,2,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MITM ARP Spoofing,1
34.173.20.6-192.168.137.174-443-60254-6,34.173.20.6,443,192.168.137.174,60254,6,06/09/2023 04:14:53 PM,333003,10,11,4072.0,1760.0,1408.0,0.0,407.2000000000001,612.7408007378723,1368.0,0.0,160.0,409.2087486845803,17513.355735533914,63.06249493247809,16650.15,25673.71475033519,73825.0,0.0,223146.0,24794.0,36990.41881014596,92360.0,1.0,204410.0,20441.0,29281.47770254166,76018.0,0.0,0,0,0,0,328,360,30.029759491656232,33.03273544082185,0.0,1408.0,265.0909090909091,509.3080187947741,259394.658008658,0,2,0,10,20,0,0,0,1.0,277.7142857142857,407.2,160.0,0,0,0,5832,11,21376,0,0,0,0,43648,295,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MITM ARP Spoofing,1
10.0.0.12-10.0.0.254-44659-1883-6,10.0.0.12,44659,10.0.0.254,1883,6,06/09/2023 04:13:10 PM,109002765,112,112,2094.0,4.0,21.0,0.0,18.69642857142857,2.5462896012808,2.0,0.0,0.0357142857142857,0.2660546387212047,19.24721817836456,2.0549937425899243,488801.6367713006,500178.99751547305,1010621.0,8.0,109002755.0,982006.801801802,133307.45938106047,1010698.0,2334.0,109002737.0,982006.6396396396,133923.27174032375,1046343.0,58.0,1,0,0,0,3584,3584,1.027496871294962,1.027496871294962,0.0,21.0,9.408888888888889,9.524494320618391,90.71599206349204,0,0,0,112,224,0,0,0,1.0,9.450892857142858,18.696428571428573,0.0357142857142857,0,0,0,76,4,25,2,39,2,0,502,64,109,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MITM ARP Spoofing,1
10.0.0.7-10.0.0.254-37873-1883-6,10.0.0.7,37873,10.0.0.254,1883,6,06/09/2023 04:11:10 PM,119003470,122,122,5360.0,4.0,47.0,0.0,43.9344262295082,5.720396600881134,2.0,0.0,0.0327868852459016,0.2550134084793733,45.07431590020023,2.050360380247736,489726.21399176976,500209.9322886279,1010838.0,11.0,119003458.0,983499.652892562,127845.1330998897,1010880.0,1729.0,119003430.0,983499.4214876036,128293.60626071432,1041162.0,144.0,1,0,0,0,3904,3904,1.025180190123868,1.025180190123868,0.0,47.0,22.07755102040818,22.366500723932138,500.2603546336568,0,0,0,122,244,0,0,0,1.0,22.168032786885245,43.9344262295082,0.0327868852459016,0,0,0,197,4,58,2,90,2,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MITM ARP Spoofing,1
10.0.0.14-10.0.0.254-43379-1883-6,10.0.0.14,43379,10.0.0.254,1883,6,06/09/2023 04:11:10 PM,117001685,44,44,884.0,4.0,22.0,0.0,20.09090909090909,6.114482167574768,2.0,0.0,0.0909090909090909,0.4214141098829709,7.589634286036137,0.7521259202378154,1344846.9540229891,1467193.8381744474,3006962.0,9.0,117001667.0,2720968.9999999995,765653.8909999925,3006975.0,2681.0,117001631.0,2720968.1627906985,760736.5136380265,3007005.0,34.0,1,0,0,0,1408,1408,0.3760629601189077,0.3760629601189077,0.0,22.0,10.224719101123595,10.952119770940111,119.94892747701734,0,0,0,44,88,0,0,0,1.0,10.340909090909092,20.09090909090909,0.0909090909090909,0,0,0,0,0,0,1,22,1,0,502,64,41,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MITM ARP Spoofing,1
34.206.185.226-192.168.137.210-443-44522-6,34.206.185.226,443,192.168.137.210,44522,6,06/09/2023 04:13:16 PM,102883342,25,29,510.0,609.0,39.0,0.0,20.4,18.513508581573618,43.0,0.0,21.000000000000004,20.69679064147731,10.87639629746864,0.5248663092612214,1941195.132075472,3982676.100742242,12439653.0,447.0,102646335.0,4276930.625,5226220.087486114,12679831.0,447.0,102682199.0,3667221.3928571423,5074071.499882,12610560.0,5753.0,1,0,0,0,812,928,0.2429936616950098,0.2818726475662114,0.0,43.0,21.05454545454545,19.509179398633883,380.6080808080807,0,0,0,29,54,0,0,0,1.0,21.444444444444443,20.4,21.0,0,0,0,0,0,0,1,39,2,46,123,189,13,32,1445943.25,1333140.5954451798,2853496.0,202500.0,11137097.125,1313440.6256158382,12439653.0,9546587.0,MITM ARP Spoofing,1
